tecnica;mean_absolute_error;mean_squared_error;mean_squared_log_error;median_absolute_error;identificador_aleatorio;tipo_split;normalizador;redutor_dimensionalidade;pipeline;parametros;random_state_split;random_state_random_search;cross_validation_random_search;best_estimator;best_params
KNeighborsRegressor;0.4695062923523717;0.6224588576960309;0.013826052982456066;0.0;4098272;train_test_split 20%;robust_scaler;pca;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('KNeighborsRegressor', KNeighborsRegressor(algorithm='auto', leaf_size=30, metric='minkowski',
                    metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                    weights='uniform'))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'pca__n_components': [None, 3, 5, 7, 9, 11], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'KNeighborsRegressor__n_neighbors': [3, 5, 7, 9], 'KNeighborsRegressor__weights': ('uniform', 'distance'), 'KNeighborsRegressor__algorithm': ('auto', 'ball_tree', 'kd_tree', 'brute'), 'KNeighborsRegressor__p': [1, 2]};37;38;5;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=False, with_scaling=True)),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=5,
                     random_state=None, svd_solver='auto', tol=0.0,
                     whiten=True)),
                ('KNeighborsRegressor',
                 KNeighborsRegressor(algorithm='kd_tree', leaf_size=30,
                                     metric='minkowski', metric_params=None,
                                     n_jobs=None, n_neighbors=5, p=1,
                                     weights='distance'))],
         verbose=False)";{'robust_scaler__with_scaling': True, 'robust_scaler__with_centering': False, 'pca__whiten': True, 'pca__svd_solver': 'auto', 'pca__n_components': 5, 'KNeighborsRegressor__weights': 'distance', 'KNeighborsRegressor__p': 1, 'KNeighborsRegressor__n_neighbors': 5, 'KNeighborsRegressor__algorithm': 'kd_tree'}
RadiusNeighborsRegressor;0.4888673765730881;0.6534365924491772;0.017877223502013682;0.0;2611801;train_test_split 20%;robust_scaler;pca;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('RadiusNeighborsRegressor', RadiusNeighborsRegressor(algorithm='auto', leaf_size=30, metric='minkowski',
                         metric_params=None, n_jobs=None, p=2, radius=1.0,
                         weights='uniform'))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'pca__n_components': [None, 3, 5, 7, 9, 11], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'RadiusNeighborsRegressor__weights': ('uniform', 'distance'), 'RadiusNeighborsRegressor__algorithm': ('ball_tree', 'kd_tree', 'brute', 'auto'), 'RadiusNeighborsRegressor__p': [1, 2]};37;3;4;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=False, with_scaling=True)),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=3,
                     random_state=None, svd_solver='auto', tol=0.0,
                     whiten=True)),
                ('RadiusNeighborsRegressor',
                 RadiusNeighborsRegressor(algorithm='auto', leaf_size=30,
                                          metric='minkowski',
                                          metric_params=None, n_jobs=None, p=1,
                                          radius=1.0, weights='distance'))],
         verbose=False)";{'robust_scaler__with_scaling': True, 'robust_scaler__with_centering': False, 'pca__whiten': True, 'pca__svd_solver': 'auto', 'pca__n_components': 3, 'RadiusNeighborsRegressor__weights': 'distance', 'RadiusNeighborsRegressor__p': 1, 'RadiusNeighborsRegressor__algorithm': 'auto'}
MLPRegressor;0.5624394966118103;0.7153920619554696;0.01575243498915255;0.0;1940141;train_test_split 20%;robust_scaler;pca;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('MLPRegressor', MLPRegressor(activation='relu', alpha=0.0001, batch_size='auto', beta_1=0.9,
             beta_2=0.999, early_stopping=False, epsilon=1e-08,
             hidden_layer_sizes=(100,), learning_rate='constant',
             learning_rate_init=0.001, max_iter=200, momentum=0.9,
             n_iter_no_change=10, nesterovs_momentum=True, power_t=0.5,
             random_state=None, shuffle=True, solver='adam', tol=0.0001,
             validation_fraction=0.1, verbose=False, warm_start=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'pca__n_components': [None, 3, 5, 7, 9, 11], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'MLPRegressor__hidden_layer_sizes': [(1,), (100,), (500,), (1, 3), (100, 3), (500, 3)], 'MLPRegressor__activation': ('identity', 'logistic', 'tanh', 'relu'), 'MLPRegressor__solver': ('lbfgs', 'sgd', 'adam'), 'MLPRegressor__learning_rate': ('constant', 'invscaling', 'adaptive'), 'MLPRegressor__shuffle': [True, False], 'MLPRegressor__max_iter': [100, 200, 300, 1000], 'MLPRegressor__tol': [0.001, 0.0001, 1e-05]};37;10;7;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=True, with_scaling=False)),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=7,
                     random_state=None, svd_solver='full', tol=0.0,
                     whiten=True)),
                ('MLPRegressor',
                 MLPRegressor(activation='relu', alpha=0.0001,
                              batch_size='auto', beta_1=0.9, beta_2=0.999,
                              early_stopping=False, epsilon=1e-08,
                              hidden_layer_sizes=(100,),
                              learning_rate='adaptive',
                              learning_rate_init=0.001, max_iter=300,
                              momentum=0.9, n_iter_no_change=10,
                              nesterovs_momentum=True, power_t=0.5,
                              random_state=None, shuffle=True, solver='adam',
                              tol=0.001, validation_fraction=0.1, verbose=False,
                              warm_start=False))],
         verbose=False)";{'robust_scaler__with_scaling': False, 'robust_scaler__with_centering': True, 'pca__whiten': True, 'pca__svd_solver': 'full', 'pca__n_components': 7, 'MLPRegressor__tol': 0.001, 'MLPRegressor__solver': 'adam', 'MLPRegressor__shuffle': True, 'MLPRegressor__max_iter': 300, 'MLPRegressor__learning_rate': 'adaptive', 'MLPRegressor__hidden_layer_sizes': (100,), 'MLPRegressor__activation': 'relu'}
ExtraTreeRegressor;0.5663117134559535;0.8528557599225557;0.01876038394968758;0.0;9570147;train_test_split 20%;robust_scaler;pca;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('pca', PCA(copy=True, iterated_power='auto', n_components=None, random_state=None,
    svd_solver='auto', tol=0.0, whiten=False)), ('ExtraTreeRegressor', ExtraTreeRegressor(criterion='mse', max_depth=None, max_features='auto',
                   max_leaf_nodes=None, min_impurity_decrease=0.0,
                   min_impurity_split=None, min_samples_leaf=1,
                   min_samples_split=2, min_weight_fraction_leaf=0.0,
                   random_state=None, splitter='random'))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'pca__n_components': [None, 3, 5, 7, 9, 11], 'pca__whiten': [True, False], 'pca__svd_solver': ('auto', 'full', 'randomized'), 'ExtraTreeRegressor__criterion': ('mse', 'mae'), 'ExtraTreeRegressor__max_features': ('auto', 'sqrt', 'log2')};37;21;3;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=True, with_scaling=True)),
                ('pca',
                 PCA(copy=True, iterated_power='auto', n_components=9,
                     random_state=None, svd_solver='full', tol=0.0,
                     whiten=True)),
                ('ExtraTreeRegressor',
                 ExtraTreeRegressor(criterion='mae', max_depth=None,
                                    max_features='log2', max_leaf_nodes=None,
                                    min_impurity_decrease=0.0,
                                    min_impurity_split=None, min_samples_leaf=1,
                                    min_samples_split=2,
                                    min_weight_fraction_leaf=0.0,
                                    random_state=None, splitter='random'))],
         verbose=False)";{'robust_scaler__with_scaling': True, 'robust_scaler__with_centering': True, 'pca__whiten': True, 'pca__svd_solver': 'full', 'pca__n_components': 9, 'ExtraTreeRegressor__max_features': 'log2', 'ExtraTreeRegressor__criterion': 'mae'}
RandomForestRegressor;0.4527863777089784;0.5735294117647058;0.01312645810961943;0.0;1378692;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('RandomForestRegressor', RandomForestRegressor(bootstrap=True, criterion='mse', max_depth=None,
                      max_features='auto', max_leaf_nodes=None,
                      min_impurity_decrease=0.0, min_impurity_split=None,
                      min_samples_leaf=1, min_samples_split=2,
                      min_weight_fraction_leaf=0.0, n_estimators='warn',
                      n_jobs=None, oob_score=False, random_state=None,
                      verbose=0, warm_start=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'RandomForestRegressor__n_estimators': [5, 10, 15], 'RandomForestRegressor__criterion': ('mse', 'mae'), 'RandomForestRegressor__max_features': ('auto', 'sqrt', 'log2'), 'RandomForestRegressor__bootstrap': [True, False], 'RandomForestRegressor__warm_start': [True, False]};8;15;6;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=True, with_scaling=True)),
                ('RandomForestRegressor',
                 RandomForestRegressor(bootstrap=True, criterion='mae',
                                       max_depth=None, max_features='auto',
                                       max_leaf_nodes=None,
                                       min_impurity_decrease=0.0,
                                       min_impurity_split=None,
                                       min_samples_leaf=1, min_samples_split=2,
                                       min_weight_fraction_leaf=0.0,
                                       n_estimators=10, n_jobs=None,
                                       oob_score=False, random_state=None,
                                       verbose=0, warm_start=True))],
         verbose=False)";{'robust_scaler__with_scaling': True, 'robust_scaler__with_centering': True, 'RandomForestRegressor__warm_start': True, 'RandomForestRegressor__n_estimators': 10, 'RandomForestRegressor__max_features': 'auto', 'RandomForestRegressor__criterion': 'mae', 'RandomForestRegressor__bootstrap': True}
ExtraTreesRegressor;0.4102167182662539;0.5061919504643962;0.011687557634412012;0.0;9887515;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('ExtraTreesRegressor', ExtraTreesRegressor(bootstrap=False, criterion='mse', max_depth=None,
                    max_features='auto', max_leaf_nodes=None,
                    min_impurity_decrease=0.0, min_impurity_split=None,
                    min_samples_leaf=1, min_samples_split=2,
                    min_weight_fraction_leaf=0.0, n_estimators='warn',
                    n_jobs=None, oob_score=False, random_state=None, verbose=0,
                    warm_start=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'ExtraTreesRegressor__n_estimators': [5, 10, 15], 'ExtraTreesRegressor__criterion': ('mse', 'mae'), 'ExtraTreesRegressor__max_features': ('auto', 'sqrt', 'log2'), 'ExtraTreesRegressor__bootstrap': [True, False], 'ExtraTreesRegressor__warm_start': [True, False]};8;6;3;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=True, with_scaling=False)),
                ('ExtraTreesRegressor',
                 ExtraTreesRegressor(bootstrap=False, criterion='mae',
                                     max_depth=None, max_features='log2',
                                     max_leaf_nodes=None,
                                     min_impurity_decrease=0.0,
                                     min_impurity_split=None,
                                     min_samples_leaf=1, min_samples_split=2,
                                     min_weight_fraction_leaf=0.0,
                                     n_estimators=15, n_jobs=None,
                                     oob_score=False, random_state=None,
                                     verbose=0, warm_start=False))],
         verbose=False)";{'robust_scaler__with_scaling': False, 'robust_scaler__with_centering': True, 'ExtraTreesRegressor__warm_start': False, 'ExtraTreesRegressor__n_estimators': 15, 'ExtraTreesRegressor__max_features': 'log2', 'ExtraTreesRegressor__criterion': 'mae', 'ExtraTreesRegressor__bootstrap': False}
BaggingRegressor;0.40634674922600617;0.489938080495356;0.011348187987194756;0.0;144068;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('BaggingRegressor', BaggingRegressor(base_estimator=None, bootstrap=True, bootstrap_features=False,
                 max_features=1.0, max_samples=1.0, n_estimators=10,
                 n_jobs=None, oob_score=False, random_state=None, verbose=0,
                 warm_start=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'BaggingRegressor__n_estimators': [5, 10, 15], 'BaggingRegressor__bootstrap': [True, False], 'BaggingRegressor__warm_start': [True, False]};8;15;6;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=False, with_scaling=True)),
                ('BaggingRegressor',
                 BaggingRegressor(base_estimator=None, bootstrap=True,
                                  bootstrap_features=False, max_features=1.0,
                                  max_samples=1.0, n_estimators=10, n_jobs=None,
                                  oob_score=False, random_state=None, verbose=0,
                                  warm_start=False))],
         verbose=False)";{'robust_scaler__with_scaling': True, 'robust_scaler__with_centering': False, 'BaggingRegressor__warm_start': False, 'BaggingRegressor__n_estimators': 10, 'BaggingRegressor__bootstrap': True}
GradientBoostingRegressor;0.5247678018575851;0.6501547987616099;0.014527371926798285;0.0;3324766;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('GradientBoostingRegressor', GradientBoostingRegressor(alpha=0.9, criterion='friedman_mse', init=None,
                          learning_rate=0.1, loss='ls', max_depth=3,
                          max_features=None, max_leaf_nodes=None,
                          min_impurity_decrease=0.0, min_impurity_split=None,
                          min_samples_leaf=1, min_samples_split=2,
                          min_weight_fraction_leaf=0.0, n_estimators=100,
                          n_iter_no_change=None, presort='auto',
                          random_state=None, subsample=1.0, tol=0.0001,
                          validation_fraction=0.1, verbose=0, warm_start=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'GradientBoostingRegressor__loss': ('ls', 'lad', 'huber', 'quantile'), 'GradientBoostingRegressor__criterion': ('friedman_mse', 'mse', 'mae'), 'GradientBoostingRegressor__max_features': ('auto', 'sqrt', 'log2'), 'GradientBoostingRegressor__n_estimators': [50, 100, 150], 'GradientBoostingRegressor__warm_start': [True, False]};8;17;6;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=False, with_scaling=False)),
                ('GradientBoostingRegressor',
                 GradientBoostingRegressor(alpha=0.9, criterion='friedman_mse',
                                           init=None, learning_rate=0.1,
                                           loss='lad', max_depth=3,
                                           max_features='log2',
                                           max_leaf_nodes=None,
                                           min_impurity_decrease=0.0,
                                           min_impurity_split=None,
                                           min_samples_leaf=1,
                                           min_samples_split=2,
                                           min_weight_fraction_leaf=0.0,
                                           n_estimators=150,
                                           n_iter_no_change=None,
                                           presort='auto', random_state=None,
                                           subsample=1.0, tol=0.0001,
                                           validation_fraction=0.1, verbose=0,
                                           warm_start=False))],
         verbose=False)";{'robust_scaler__with_scaling': False, 'robust_scaler__with_centering': False, 'GradientBoostingRegressor__warm_start': False, 'GradientBoostingRegressor__n_estimators': 150, 'GradientBoostingRegressor__max_features': 'log2', 'GradientBoostingRegressor__loss': 'lad', 'GradientBoostingRegressor__criterion': 'friedman_mse'}
AdaBoostRegressor;0.5526315789473685;0.6811145510835913;0.015309198388412269;0.0;1071468;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('AdaBoostRegressor', AdaBoostRegressor(base_estimator=None, learning_rate=1.0, loss='linear',
                  n_estimators=50, random_state=None))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'AdaBoostRegressor__loss': ('linear', 'square', 'exponential'), 'AdaBoostRegressor__n_estimators': [25, 50, 75]};8;5;10;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=False, with_scaling=False)),
                ('AdaBoostRegressor',
                 AdaBoostRegressor(base_estimator=None, learning_rate=1.0,
                                   loss='linear', n_estimators=25,
                                   random_state=None))],
         verbose=False)";{'robust_scaler__with_scaling': False, 'robust_scaler__with_centering': False, 'AdaBoostRegressor__n_estimators': 25, 'AdaBoostRegressor__loss': 'linear'}
HuberRegressor;0.5294117647058824;0.6888544891640866;0.015587501847708327;0.0;9391188;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('HuberRegressor', HuberRegressor(alpha=0.0001, epsilon=1.35, fit_intercept=True, max_iter=100,
               tol=1e-05, warm_start=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'HuberRegressor__max_iter': [50, 100, 150], 'HuberRegressor__warm_start': [True, False]};8;30;5;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=False, with_scaling=False)),
                ('HuberRegressor',
                 HuberRegressor(alpha=0.0001, epsilon=1.35, fit_intercept=True,
                                max_iter=150, tol=1e-05, warm_start=True))],
         verbose=False)";{'robust_scaler__with_scaling': False, 'robust_scaler__with_centering': False, 'HuberRegressor__warm_start': True, 'HuberRegressor__max_iter': 150}
LinearRegression;0.5340557275541795;0.6625386996904025;0.014978253258561197;0.0;2592432;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('LinearRegression', LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None, normalize=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'LinearRegression__fit_intercept': [True, False], 'LinearRegression__normalize': [True, False]};8;7;3;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=True, with_scaling=False)),
                ('LinearRegression',
                 LinearRegression(copy_X=True, fit_intercept=True, n_jobs=None,
                                  normalize=False))],
         verbose=False)";{'robust_scaler__with_scaling': False, 'robust_scaler__with_centering': True, 'LinearRegression__normalize': False, 'LinearRegression__fit_intercept': True}
PassiveAggressiveRegressor;1.088235294117647;1.9860681114551084;0.03991004974390982;1.0;9281015;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('PassiveAggressiveRegressor', PassiveAggressiveRegressor(C=1.0, average=False, early_stopping=False,
                           epsilon=0.1, fit_intercept=True,
                           loss='epsilon_insensitive', max_iter=1000,
                           n_iter_no_change=5, random_state=None, shuffle=True,
                           tol=0.001, validation_fraction=0.1, verbose=0,
                           warm_start=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'PassiveAggressiveRegressor__max_iter': [500, 1000, 1500], 'PassiveAggressiveRegressor__fit_intercept': [True, False], 'PassiveAggressiveRegressor__early_stopping': [True, False], 'PassiveAggressiveRegressor__shuffle': [True, False], 'PassiveAggressiveRegressor__warm_start': [True, False]};8;12;4;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=False, with_scaling=False)),
                ('PassiveAggressiveRegressor',
                 PassiveAggressiveRegressor(C=1.0, average=False,
                                            early_stopping=True, epsilon=0.1,
                                            fit_intercept=True,
                                            loss='epsilon_insensitive',
                                            max_iter=500, n_iter_no_change=5,
                                            random_state=None, shuffle=False,
                                            tol=0.001, validation_fraction=0.1,
                                            verbose=0, warm_start=True))],
         verbose=False)";{'robust_scaler__with_scaling': False, 'robust_scaler__with_centering': False, 'PassiveAggressiveRegressor__warm_start': True, 'PassiveAggressiveRegressor__shuffle': False, 'PassiveAggressiveRegressor__max_iter': 500, 'PassiveAggressiveRegressor__fit_intercept': True, 'PassiveAggressiveRegressor__early_stopping': True}
SGDRegressor;5.788699690402478;34.31037151702786;3.643370831347296;6.0;9177622;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('SGDRegressor', SGDRegressor(alpha=0.0001, average=False, early_stopping=False, epsilon=0.1,
             eta0=0.01, fit_intercept=True, l1_ratio=0.15,
             learning_rate='invscaling', loss='squared_loss', max_iter=1000,
             n_iter_no_change=5, penalty='l2', power_t=0.25, random_state=None,
             shuffle=True, tol=0.001, validation_fraction=0.1, verbose=0,
             warm_start=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'SGDRegressor__loss': ('squared_loss', 'huber', 'epsilon_insensitive', 'squared_epsilon_insensitive'), 'SGDRegressor__penalty': ('l1', 'l2', 'elasticnet', None), 'SGDRegressor__max_iter': [500, 1000, 1500], 'SGDRegressor__shuffle': [True, False], 'SGDRegressor__warm_start': [True, False], 'SGDRegressor__learning_rate': ('constant', 'optimal', 'invscaling', 'adaptive'), 'SGDRegressor__early_stopping': [True, False]};8;16;8;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=True, with_scaling=False)),
                ('SGDRegressor',
                 SGDRegressor(alpha=0.0001, average=False, early_stopping=True,
                              epsilon=0.1, eta0=0.01, fit_intercept=True,
                              l1_ratio=0.15, learning_rate='invscaling',
                              loss='squared_epsilon_insensitive', max_iter=500,
                              n_iter_no_change=5, penalty=None, power_t=0.25,
                              random_state=None, shuffle=False, tol=0.001,
                              validation_fraction=0.1, verbose=0,
                              warm_start=True))],
         verbose=False)";{'robust_scaler__with_scaling': False, 'robust_scaler__with_centering': True, 'SGDRegressor__warm_start': True, 'SGDRegressor__shuffle': False, 'SGDRegressor__penalty': None, 'SGDRegressor__max_iter': 500, 'SGDRegressor__loss': 'squared_epsilon_insensitive', 'SGDRegressor__learning_rate': 'invscaling', 'SGDRegressor__early_stopping': True}
TheilSenRegressor;0.6462848297213623;1.3397832817337458;0.0913551976782034;0.0;4152712;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('TheilSenRegressor', TheilSenRegressor(copy_X=True, fit_intercept=True, max_iter=300,
                  max_subpopulation=10000, n_jobs=None, n_subsamples=None,
                  random_state=None, tol=0.001, verbose=False))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'TheilSenRegressor__fit_intercept': [True, False], 'TheilSenRegressor__max_iter': [150, 300, 450]};8;35;10;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=False, with_scaling=True)),
                ('TheilSenRegressor',
                 TheilSenRegressor(copy_X=True, fit_intercept=True,
                                   max_iter=300, max_subpopulation=10000,
                                   n_jobs=None, n_subsamples=None,
                                   random_state=None, tol=0.001,
                                   verbose=False))],
         verbose=False)";{'robust_scaler__with_scaling': True, 'robust_scaler__with_centering': False, 'TheilSenRegressor__max_iter': 300, 'TheilSenRegressor__fit_intercept': True}
KNeighborsRegressor;0.4272445820433437;0.5371517027863777;0.012442239116801156;0.0;4728;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('KNeighborsRegressor', KNeighborsRegressor(algorithm='auto', leaf_size=30, metric='minkowski',
                    metric_params=None, n_jobs=None, n_neighbors=5, p=2,
                    weights='uniform'))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'KNeighborsRegressor__n_neighbors': [3, 5, 7, 9], 'KNeighborsRegressor__weights': ('uniform', 'distance'), 'KNeighborsRegressor__algorithm': ('auto', 'ball_tree', 'kd_tree', 'brute'), 'KNeighborsRegressor__p': [1, 2]};8;15;6;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=False, with_scaling=True)),
                ('KNeighborsRegressor',
                 KNeighborsRegressor(algorithm='brute', leaf_size=30,
                                     metric='minkowski', metric_params=None,
                                     n_jobs=None, n_neighbors=5, p=2,
                                     weights='distance'))],
         verbose=False)";{'robust_scaler__with_scaling': True, 'robust_scaler__with_centering': False, 'KNeighborsRegressor__weights': 'distance', 'KNeighborsRegressor__p': 2, 'KNeighborsRegressor__n_neighbors': 5, 'KNeighborsRegressor__algorithm': 'brute'}
RadiusNeighborsRegressor;1.3003095975232195;5.975232198142416;0.6122640108280253;0.0;134858;train_test_split 25%;robust_scaler;Não utilizado;"[('robust_scaler', RobustScaler(copy=True, quantile_range=(25.0, 75.0), with_centering=True,
             with_scaling=True)), ('RadiusNeighborsRegressor', RadiusNeighborsRegressor(algorithm='auto', leaf_size=30, metric='minkowski',
                         metric_params=None, n_jobs=None, p=2, radius=1.0,
                         weights='uniform'))]";{'robust_scaler__with_centering': [True, False], 'robust_scaler__with_scaling': [True, False], 'RadiusNeighborsRegressor__weights': ('uniform', 'distance'), 'RadiusNeighborsRegressor__algorithm': ('ball_tree', 'kd_tree', 'brute', 'auto'), 'RadiusNeighborsRegressor__p': [1, 2]};8;33;10;"Pipeline(memory=None,
         steps=[('robust_scaler',
                 RobustScaler(copy=True, quantile_range=(25.0, 75.0),
                              with_centering=True, with_scaling=True)),
                ('RadiusNeighborsRegressor',
                 RadiusNeighborsRegressor(algorithm='auto', leaf_size=30,
                                          metric='minkowski',
                                          metric_params=None, n_jobs=None, p=2,
                                          radius=1.0, weights='distance'))],
         verbose=False)";{'robust_scaler__with_scaling': True, 'robust_scaler__with_centering': True, 'RadiusNeighborsRegressor__weights': 'distance', 'RadiusNeighborsRegressor__p': 2, 'RadiusNeighborsRegressor__algorithm': 'auto'}
